"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","task","item_id","condition","segment_text","segment_index","segment_role","is_critical","list","correct_answer","question_text","participant_answer","correct"
"1438","
        <div class=""comprehension-question"">
          <p>Was it his schoolmates that John intended to host?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","j","html-keyboard-response","175","2.1.0","181178","comprehension","1","","","","","","","no","Was it his schoolmates that John intended to host?","no","true"
"1667","<p class=""segment-display"">The pilot announced</p>"," ","html-keyboard-response","176","2.1.0","182845","reading","f31","filler","The pilot announced","0","other","false","2","","","",""
"630","<p class=""segment-display"">that the plane would be landing</p>"," ","html-keyboard-response","177","2.1.0","183476","reading","f31","filler","that the plane would be landing","1","other","false","2","","","",""
"577","<p class=""segment-display"">in approximately thirty minutes.</p>"," ","html-keyboard-response","178","2.1.0","184053","reading","f31","filler","in approximately thirty minutes.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","179","2.1.0","185055","sentence_break","f31","","","","","","","","","",""
"395","<p class=""segment-display"">The flight attendants</p>"," ","html-keyboard-response","180","2.1.0","185451","reading","f31","filler","The flight attendants","4","other","false","2","","","",""
"512","<p class=""segment-display"">began preparing the cabin</p>"," ","html-keyboard-response","181","2.1.0","185963","reading","f31","filler","began preparing the cabin","5","other","false","2","","","",""
"513","<p class=""segment-display"">for the descent.</p>"," ","html-keyboard-response","182","2.1.0","186477","reading","f31","filler","for the descent.","6","other","false","2","","","",""
"617","<p class=""segment-display"">The mechanic inspected</p>"," ","html-keyboard-response","183","2.1.0","187094","reading","f24","filler","The mechanic inspected","0","other","false","2","","","",""
"558","<p class=""segment-display"">the engine carefully</p>"," ","html-keyboard-response","184","2.1.0","187653","reading","f24","filler","the engine carefully","1","other","false","2","","","",""
"679","<p class=""segment-display"">before giving his assessment.</p>"," ","html-keyboard-response","185","2.1.0","188332","reading","f24","filler","before giving his assessment.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","186","2.1.0","189334","sentence_break","f24","","","","","","","","","",""
"373","<p class=""segment-display"">He told the owner</p>"," ","html-keyboard-response","187","2.1.0","189708","reading","f24","filler","He told the owner","4","other","false","2","","","",""
"529","<p class=""segment-display"">that the car needed</p>"," ","html-keyboard-response","188","2.1.0","190237","reading","f24","filler","that the car needed","5","other","false","2","","","",""
"644","<p class=""segment-display"">a new set of brake pads.</p>"," ","html-keyboard-response","189","2.1.0","190881","reading","f24","filler","a new set of brake pads.","6","other","false","2","","","",""
"680","<p class=""segment-display"">Rachel volunteered</p>"," ","html-keyboard-response","190","2.1.0","191562","reading","f12","filler","Rachel volunteered","0","other","false","2","","","",""
"694","<p class=""segment-display"">at the animal shelter</p>"," ","html-keyboard-response","191","2.1.0","192256","reading","f12","filler","at the animal shelter","1","other","false","2","","","",""
"618","<p class=""segment-display"">every Saturday afternoon.</p>"," ","html-keyboard-response","192","2.1.0","192875","reading","f12","filler","every Saturday afternoon.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","193","2.1.0","193876","sentence_break","f12","","","","","","","","","",""
"409","<p class=""segment-display"">She enjoyed spending time</p>"," ","html-keyboard-response","194","2.1.0","194286","reading","f12","filler","She enjoyed spending time","4","other","false","2","","","",""
"497","<p class=""segment-display"">with the dogs</p>"," ","html-keyboard-response","195","2.1.0","194783","reading","f12","filler","with the dogs","5","other","false","2","","","",""
"473","<p class=""segment-display"">and taking them for walks.</p>"," ","html-keyboard-response","196","2.1.0","195256","reading","f12","filler","and taking them for walks.","6","other","false","2","","","",""
"566","<p class=""segment-display"">The manager needed to confirm</p>"," ","html-keyboard-response","197","2.1.0","195823","reading","12","upper_bound_only_some","The manager needed to confirm","0","other","true","2","","","",""
"542","<p class=""segment-display"">that Helen had trained</p>"," ","html-keyboard-response","198","2.1.0","196365","reading","12","upper_bound_only_some","that Helen had trained","1","other","true","2","","","",""
"548","<p class=""segment-display"">all the new employees</p>"," ","html-keyboard-response","199","2.1.0","196913","reading","12","upper_bound_only_some","all the new employees","2","other","true","2","","","",""
"592","<p class=""segment-display"">on the safety protocol.</p>"," ","html-keyboard-response","200","2.1.0","197505","reading","12","upper_bound_only_some","on the safety protocol.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","201","2.1.0","198506","sentence_break","12","","","","","","","","","",""
"339","<p class=""segment-display"">Helen explained</p>"," ","html-keyboard-response","202","2.1.0","198846","reading","12","upper_bound_only_some","Helen explained","5","other","true","2","","","",""
"532","<p class=""segment-display"">that she had trained</p>"," ","html-keyboard-response","203","2.1.0","199378","reading","12","upper_bound_only_some","that she had trained","6","other","true","2","","","",""
"534","<p class=""segment-display"">only some of the new employees.</p>"," ","html-keyboard-response","204","2.1.0","199913","reading","12","upper_bound_only_some","only some of the new employees.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","205","2.1.0","200915","sentence_break","12","","","","","","","","","",""
"428","<p class=""segment-display"">The others</p>"," ","html-keyboard-response","206","2.1.0","201344","reading","12","upper_bound_only_some","The others","9","target","true","2","","","",""
"617","<p class=""segment-display"">would complete their training</p>"," ","html-keyboard-response","207","2.1.0","201962","reading","12","upper_bound_only_some","would complete their training","10","post_target","true","2","","","",""
"541","<p class=""segment-display"">the following week.</p>"," ","html-keyboard-response","208","2.1.0","202503","reading","12","upper_bound_only_some","the following week.","11","other","true","2","","","",""
"2165","<p class=""segment-display"">The gallery owner was eager to know</p>"," ","html-keyboard-response","209","2.1.0","204668","reading","11","upper_bound_some","The gallery owner was eager to know","0","other","true","2","","","",""
"574","<p class=""segment-display"">whether the artist had sold</p>"," ","html-keyboard-response","210","2.1.0","205243","reading","11","upper_bound_some","whether the artist had sold","1","other","true","2","","","",""
"522","<p class=""segment-display"">all her paintings</p>"," ","html-keyboard-response","211","2.1.0","205766","reading","11","upper_bound_some","all her paintings","2","other","true","2","","","",""
"719","<p class=""segment-display"">at the exhibition.</p>"," ","html-keyboard-response","212","2.1.0","206485","reading","11","upper_bound_some","at the exhibition.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","213","2.1.0","207487","sentence_break","11","","","","","","","","","",""
"357","<p class=""segment-display"">The artist replied</p>"," ","html-keyboard-response","214","2.1.0","207845","reading","11","upper_bound_some","The artist replied","5","other","true","2","","","",""
"492","<p class=""segment-display"">that she had sold</p>"," ","html-keyboard-response","215","2.1.0","208337","reading","11","upper_bound_some","that she had sold","6","other","true","2","","","",""
"482","<p class=""segment-display"">some of her paintings.</p>"," ","html-keyboard-response","216","2.1.0","208819","reading","11","upper_bound_some","some of her paintings.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","217","2.1.0","209821","sentence_break","11","","","","","","","","","",""
"349","<p class=""segment-display"">The rest</p>"," ","html-keyboard-response","218","2.1.0","210170","reading","11","upper_bound_some","The rest","9","target","true","2","","","",""
"562","<p class=""segment-display"">were still on display</p>"," ","html-keyboard-response","219","2.1.0","210733","reading","11","upper_bound_some","were still on display","10","post_target","true","2","","","",""
"605","<p class=""segment-display"">at the gallery.</p>"," ","html-keyboard-response","220","2.1.0","211339","reading","11","upper_bound_some","at the gallery.","11","other","true","2","","","",""
"693","<p class=""segment-display"">The construction workers</p>"," ","html-keyboard-response","221","2.1.0","212032","reading","f8","filler","The construction workers","0","other","false","2","","","",""
"784","<p class=""segment-display"">finished the bridge</p>"," ","html-keyboard-response","222","2.1.0","212816","reading","f8","filler","finished the bridge","1","other","false","2","","","",""
"601","<p class=""segment-display"">ahead of schedule.</p>"," ","html-keyboard-response","223","2.1.0","213417","reading","f8","filler","ahead of schedule.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","224","2.1.0","214420","sentence_break","f8","","","","","","","","","",""
"850","<p class=""segment-display"">The mayor praised their effort</p>"," ","html-keyboard-response","225","2.1.0","215270","reading","f8","filler","The mayor praised their effort","4","other","false","2","","","",""
"657","<p class=""segment-display"">and announced</p>"," ","html-keyboard-response","226","2.1.0","215928","reading","f8","filler","and announced","5","other","false","2","","","",""
"471","<p class=""segment-display"">a celebration for the town.</p>"," ","html-keyboard-response","227","2.1.0","216399","reading","f8","filler","a celebration for the town.","6","other","false","2","","","",""
"2557","
        <div class=""comprehension-question"">
          <p>Was the bridge completed on time?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","f","html-keyboard-response","228","2.1.0","218957","comprehension","f8","","","","","","","yes","Was the bridge completed on time?","yes","true"
"1451","<p class=""segment-display"">The couple decided</p>"," ","html-keyboard-response","229","2.1.0","220408","reading","f14","filler","The couple decided","0","other","false","2","","","",""
"587","<p class=""segment-display"">to adopt a rescue dog</p>"," ","html-keyboard-response","230","2.1.0","220995","reading","f14","filler","to adopt a rescue dog","1","other","false","2","","","",""
"514","<p class=""segment-display"">from the local shelter.</p>"," ","html-keyboard-response","231","2.1.0","221509","reading","f14","filler","from the local shelter.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","232","2.1.0","222510","sentence_break","f14","","","","","","","","","",""
"472","<p class=""segment-display"">They named the puppy Max</p>"," ","html-keyboard-response","233","2.1.0","222983","reading","f14","filler","They named the puppy Max","4","other","false","2","","","",""
"563","<p class=""segment-display"">and took him home</p>"," ","html-keyboard-response","234","2.1.0","223546","reading","f14","filler","and took him home","5","other","false","2","","","",""
"536","<p class=""segment-display"">that same afternoon.</p>"," ","html-keyboard-response","235","2.1.0","224083","reading","f14","filler","that same afternoon.","6","other","false","2","","","",""
"1178","
        <div class=""comprehension-question"">
          <p>Did the couple buy the dog from a breeder?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","j","html-keyboard-response","236","2.1.0","225262","comprehension","f14","","","","","","","no","Did the couple buy the dog from a breeder?","no","true"
"1087","<p class=""segment-display"">The teacher announced</p>"," ","html-keyboard-response","237","2.1.0","226349","reading","f1","filler","The teacher announced","0","other","false","2","","","",""
"474","<p class=""segment-display"">that the school trip</p>"," ","html-keyboard-response","238","2.1.0","226823","reading","f1","filler","that the school trip","1","other","false","2","","","",""
"1384","<p class=""segment-display"">would take place on Friday.</p>"," ","html-keyboard-response","239","2.1.0","228208","reading","f1","filler","would take place on Friday.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","240","2.1.0","229209","sentence_break","f1","","","","","","","","","",""
"420","<p class=""segment-display"">The students</p>"," ","html-keyboard-response","241","2.1.0","229630","reading","f1","filler","The students","4","other","false","2","","","",""
"457","<p class=""segment-display"">were very excited</p>"," ","html-keyboard-response","242","2.1.0","230087","reading","f1","filler","were very excited","5","other","false","2","","","",""
"450","<p class=""segment-display"">about the visit to the museum.</p>"," ","html-keyboard-response","243","2.1.0","230537","reading","f1","filler","about the visit to the museum.","6","other","false","2","","","",""
"630","<p class=""segment-display"">Laura finished her novel</p>"," ","html-keyboard-response","244","2.1.0","231167","reading","f15","filler","Laura finished her novel","0","other","false","2","","","",""
"620","<p class=""segment-display"">after working on it</p>"," ","html-keyboard-response","245","2.1.0","231787","reading","f15","filler","after working on it","1","other","false","2","","","",""
"574","<p class=""segment-display"">for over two years.</p>"," ","html-keyboard-response","246","2.1.0","232362","reading","f15","filler","for over two years.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","247","2.1.0","233364","sentence_break","f15","","","","","","","","","",""
"430","<p class=""segment-display"">She submitted the manuscript</p>"," ","html-keyboard-response","248","2.1.0","233794","reading","f15","filler","She submitted the manuscript","4","other","false","2","","","",""
"481","<p class=""segment-display"">to a publishing house</p>"," ","html-keyboard-response","249","2.1.0","234275","reading","f15","filler","to a publishing house","5","other","false","2","","","",""
"478","<p class=""segment-display"">and waited for a response.</p>"," ","html-keyboard-response","250","2.1.0","234754","reading","f15","filler","and waited for a response.","6","other","false","2","","","",""
"249192","
    <div class=""instructions"">
      <h2>Rest Break</h2>
      <p>You are halfway through the experiment. Please take a short break.</p>
      <p>When you are ready to continue, press <strong>Space</strong>.</p>
    </div>
  "," ","html-keyboard-response","251","2.1.0","554142","","","","","","","","","","","",""
"1800","<p class=""segment-display"">Yesterday, George asked Mary</p>"," ","html-keyboard-response","252","2.1.0","555942","reading","3","upper_bound_only_some","Yesterday, George asked Mary","0","other","true","2","","","",""
"709","<p class=""segment-display"">whether John had gone to the cinema</p>"," ","html-keyboard-response","253","2.1.0","556652","reading","3","upper_bound_only_some","whether John had gone to the cinema","1","other","true","2","","","",""
"709","<p class=""segment-display"">with all his friends.</p>"," ","html-keyboard-response","254","2.1.0","557361","reading","3","upper_bound_only_some","with all his friends.","2","other","true","2","","","",""
"null","","null","html-keyboard-response","255","2.1.0","558363","sentence_break","3","","","","","","","","","",""
"418","<p class=""segment-display"">Mary said that</p>"," ","html-keyboard-response","256","2.1.0","558781","reading","3","upper_bound_only_some","Mary said that","4","other","true","2","","","",""
"501","<p class=""segment-display"">he went to the cinema</p>"," ","html-keyboard-response","257","2.1.0","559283","reading","3","upper_bound_only_some","he went to the cinema","5","other","true","2","","","",""
"604","<p class=""segment-display"">with only some of his friends.</p>"," ","html-keyboard-response","258","2.1.0","559887","reading","3","upper_bound_only_some","with only some of his friends.","6","trigger","true","2","","","",""
"null","","null","html-keyboard-response","259","2.1.0","560888","sentence_break","3","","","","","","","","","",""
"755","<p class=""segment-display"">The others</p>"," ","html-keyboard-response","260","2.1.0","561643","reading","3","upper_bound_only_some","The others","8","target","true","2","","","",""
"871","<p class=""segment-display"">went for bowling</p>"," ","html-keyboard-response","261","2.1.0","562515","reading","3","upper_bound_only_some","went for bowling","9","post_target","true","2","","","",""
"736","<p class=""segment-display"">and roller-skating.</p>"," ","html-keyboard-response","262","2.1.0","563251","reading","3","upper_bound_only_some","and roller-skating.","10","other","true","2","","","",""
"604","<p class=""segment-display"">The taxi driver took</p>"," ","html-keyboard-response","263","2.1.0","563855","reading","f20","filler","The taxi driver took","0","other","false","2","","","",""
"915","<p class=""segment-display"">a shortcut through the back streets</p>"," ","html-keyboard-response","264","2.1.0","564770","reading","f20","filler","a shortcut through the back streets","1","other","false","2","","","",""
"481","<p class=""segment-display"">to avoid the traffic.</p>"," ","html-keyboard-response","265","2.1.0","565252","reading","f20","filler","to avoid the traffic.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","266","2.1.0","566253","sentence_break","f20","","","","","","","","","",""
"400","<p class=""segment-display"">They arrived at the airport</p>"," ","html-keyboard-response","267","2.1.0","566654","reading","f20","filler","They arrived at the airport","4","other","false","2","","","",""
"524","<p class=""segment-display"">with plenty of time</p>"," ","html-keyboard-response","268","2.1.0","567178","reading","f20","filler","with plenty of time","5","other","false","2","","","",""
"456","<p class=""segment-display"">to catch the flight.</p>"," ","html-keyboard-response","269","2.1.0","567634","reading","f20","filler","to catch the flight.","6","other","false","2","","","",""
"571","<p class=""segment-display"">The HR manager asked the panel</p>"," ","html-keyboard-response","270","2.1.0","568205","reading","18","upper_bound_only_some","The HR manager asked the panel","0","other","true","2","","","",""
"534","<p class=""segment-display"">whether they had managed to interview</p>"," ","html-keyboard-response","271","2.1.0","568740","reading","18","upper_bound_only_some","whether they had managed to interview","1","other","true","2","","","",""
"689","<p class=""segment-display"">all the candidates</p>"," ","html-keyboard-response","272","2.1.0","569429","reading","18","upper_bound_only_some","all the candidates","2","other","true","2","","","",""
"887","<p class=""segment-display"">for the open position.</p>"," ","html-keyboard-response","273","2.1.0","570316","reading","18","upper_bound_only_some","for the open position.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","274","2.1.0","571318","sentence_break","18","","","","","","","","","",""
"458","<p class=""segment-display"">The panel chair replied</p>"," ","html-keyboard-response","275","2.1.0","571776","reading","18","upper_bound_only_some","The panel chair replied","5","other","true","2","","","",""
"572","<p class=""segment-display"">that they had interviewed</p>"," ","html-keyboard-response","276","2.1.0","572348","reading","18","upper_bound_only_some","that they had interviewed","6","other","true","2","","","",""
"520","<p class=""segment-display"">only some of the candidates.</p>"," ","html-keyboard-response","277","2.1.0","572869","reading","18","upper_bound_only_some","only some of the candidates.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","278","2.1.0","573871","sentence_break","18","","","","","","","","","",""
"388","<p class=""segment-display"">The others</p>"," ","html-keyboard-response","279","2.1.0","574259","reading","18","upper_bound_only_some","The others","9","target","true","2","","","",""
"537","<p class=""segment-display"">were scheduled to come in</p>"," ","html-keyboard-response","280","2.1.0","574797","reading","18","upper_bound_only_some","were scheduled to come in","10","post_target","true","2","","","",""
"493","<p class=""segment-display"">the following afternoon.</p>"," ","html-keyboard-response","281","2.1.0","575290","reading","18","upper_bound_only_some","the following afternoon.","11","other","true","2","","","",""
"657","<p class=""segment-display"">The weather forecast predicted</p>"," ","html-keyboard-response","282","2.1.0","575948","reading","f6","filler","The weather forecast predicted","0","other","false","2","","","",""
"546","<p class=""segment-display"">heavy rain for the entire week.</p>"," ","html-keyboard-response","283","2.1.0","576494","reading","f6","filler","heavy rain for the entire week.","1","other","false","2","","","",""
"null","","null","html-keyboard-response","284","2.1.0","577496","sentence_break","f6","","","","","","","","","",""
"536","<p class=""segment-display"">Despite the warning,</p>"," ","html-keyboard-response","285","2.1.0","578032","reading","f6","filler","Despite the warning,","3","other","false","2","","","",""
"464","<p class=""segment-display"">many people</p>"," ","html-keyboard-response","286","2.1.0","578496","reading","f6","filler","many people","4","other","false","2","","","",""
"743","<p class=""segment-display"">went out without umbrellas.</p>"," ","html-keyboard-response","287","2.1.0","579240","reading","f6","filler","went out without umbrellas.","5","other","false","2","","","",""
"2096","
        <div class=""comprehension-question"">
          <p>Did the forecast predict sunshine?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","j","html-keyboard-response","288","2.1.0","581336","comprehension","f6","","","","","","","no","Did the forecast predict sunshine?","no","true"
"536","<p class=""segment-display"">The students organised</p>"," ","html-keyboard-response","289","2.1.0","581872","reading","f30","filler","The students organised","0","other","false","2","","","",""
"580","<p class=""segment-display"">a charity bake sale</p>"," ","html-keyboard-response","290","2.1.0","582453","reading","f30","filler","a charity bake sale","1","other","false","2","","","",""
"1730","<p class=""segment-display"">in the school hall.</p>"," ","html-keyboard-response","291","2.1.0","584183","reading","f30","filler","in the school hall.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","292","2.1.0","585185","sentence_break","f30","","","","","","","","","",""
"574","<p class=""segment-display"">They raised over two hundred pounds</p>"," ","html-keyboard-response","293","2.1.0","585760","reading","f30","filler","They raised over two hundred pounds","4","other","false","2","","","",""
"619","<p class=""segment-display"">which they donated</p>"," ","html-keyboard-response","294","2.1.0","586379","reading","f30","filler","which they donated","5","other","false","2","","","",""
"569","<p class=""segment-display"">to the local food bank.</p>"," ","html-keyboard-response","295","2.1.0","586948","reading","f30","filler","to the local food bank.","6","other","false","2","","","",""
"637","<p class=""segment-display"">The gardener planted</p>"," ","html-keyboard-response","296","2.1.0","587586","reading","f21","filler","The gardener planted","0","other","false","2","","","",""
"476","<p class=""segment-display"">a row of rose bushes</p>"," ","html-keyboard-response","297","2.1.0","588062","reading","f21","filler","a row of rose bushes","1","other","false","2","","","",""
"550","<p class=""segment-display"">along the garden fence.</p>"," ","html-keyboard-response","298","2.1.0","588612","reading","f21","filler","along the garden fence.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","299","2.1.0","589613","sentence_break","f21","","","","","","","","","",""
"469","<p class=""segment-display"">By the following spring</p>"," ","html-keyboard-response","300","2.1.0","590083","reading","f21","filler","By the following spring","4","other","false","2","","","",""
"544","<p class=""segment-display"">the bushes had grown</p>"," ","html-keyboard-response","301","2.1.0","590628","reading","f21","filler","the bushes had grown","5","other","false","2","","","",""
"545","<p class=""segment-display"">and were covered in flowers.</p>"," ","html-keyboard-response","302","2.1.0","591174","reading","f21","filler","and were covered in flowers.","6","other","false","2","","","",""
"3375","
        <div class=""comprehension-question"">
          <p>Were the rose bushes planted along the fence?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","j","html-keyboard-response","303","2.1.0","594549","comprehension","f21","","","","","","","yes","Were the rose bushes planted along the fence?","no","false"
"1408","<p class=""segment-display"">The professor was trying to determine</p>"," ","html-keyboard-response","304","2.1.0","595957","reading","6","upper_bound_only_some","The professor was trying to determine","0","other","true","2","","","",""
"549","<p class=""segment-display"">whether Tom had read</p>"," ","html-keyboard-response","305","2.1.0","596507","reading","6","upper_bound_only_some","whether Tom had read","1","other","true","2","","","",""
"561","<p class=""segment-display"">all the chapters</p>"," ","html-keyboard-response","306","2.1.0","597068","reading","6","upper_bound_only_some","all the chapters","2","other","true","2","","","",""
"469","<p class=""segment-display"">before the exam.</p>"," ","html-keyboard-response","307","2.1.0","597538","reading","6","upper_bound_only_some","before the exam.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","308","2.1.0","598539","sentence_break","6","","","","","","","","","",""
"326","<p class=""segment-display"">Tom admitted</p>"," ","html-keyboard-response","309","2.1.0","598865","reading","6","upper_bound_only_some","Tom admitted","5","other","true","2","","","",""
"507","<p class=""segment-display"">that he had read</p>"," ","html-keyboard-response","310","2.1.0","599373","reading","6","upper_bound_only_some","that he had read","6","other","true","2","","","",""
"474","<p class=""segment-display"">only some of the chapters.</p>"," ","html-keyboard-response","311","2.1.0","599847","reading","6","upper_bound_only_some","only some of the chapters.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","312","2.1.0","600850","sentence_break","6","","","","","","","","","",""
"354","<p class=""segment-display"">The rest</p>"," ","html-keyboard-response","313","2.1.0","601205","reading","6","upper_bound_only_some","The rest","9","target","true","2","","","",""
"466","<p class=""segment-display"">were too difficult</p>"," ","html-keyboard-response","314","2.1.0","601671","reading","6","upper_bound_only_some","were too difficult","10","post_target","true","2","","","",""
"465","<p class=""segment-display"">to finish before the deadline.</p>"," ","html-keyboard-response","315","2.1.0","602137","reading","6","upper_bound_only_some","to finish before the deadline.","11","other","true","2","","","",""
"1328","<p class=""segment-display"">Tom's sister was in the kitchen</p>"," ","html-keyboard-response","316","2.1.0","603465","reading","16","lower_bound_some","Tom's sister was in the kitchen","0","other","true","2","","","",""
"1041","<p class=""segment-display"">getting ready for the party</p>"," ","html-keyboard-response","317","2.1.0","604506","reading","16","lower_bound_some","getting ready for the party","1","other","true","2","","","",""
"868","<p class=""segment-display"">and preparing the food.</p>"," ","html-keyboard-response","318","2.1.0","605374","reading","16","lower_bound_some","and preparing the food.","2","other","true","2","","","",""
"null","","null","html-keyboard-response","319","2.1.0","606375","sentence_break","16","","","","","","","","","",""
"488","<p class=""segment-display"">She told him</p>"," ","html-keyboard-response","320","2.1.0","606863","reading","16","lower_bound_some","She told him","4","other","true","2","","","",""
"467","<p class=""segment-display"">that she had wrapped</p>"," ","html-keyboard-response","321","2.1.0","607330","reading","16","lower_bound_some","that she had wrapped","5","other","true","2","","","",""
"464","<p class=""segment-display"">some of the presents.</p>"," ","html-keyboard-response","322","2.1.0","607795","reading","16","lower_bound_some","some of the presents.","6","trigger","true","2","","","",""
"null","","null","html-keyboard-response","323","2.1.0","608797","sentence_break","16","","","","","","","","","",""
"427","<p class=""segment-display"">The others</p>"," ","html-keyboard-response","324","2.1.0","609225","reading","16","lower_bound_some","The others","8","target","true","2","","","",""
"480","<p class=""segment-display"">were hidden away</p>"," ","html-keyboard-response","325","2.1.0","609705","reading","16","lower_bound_some","were hidden away","9","post_target","true","2","","","",""
"473","<p class=""segment-display"">in the bedroom cupboard.</p>"," ","html-keyboard-response","326","2.1.0","610178","reading","16","lower_bound_some","in the bedroom cupboard.","10","other","true","2","","","",""
"3980","
        <div class=""comprehension-question"">
          <p>Was Tom's sister wrapping presents for a wedding?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","f","html-keyboard-response","327","2.1.0","614159","comprehension","16","","","","","","","no","Was Tom's sister wrapping presents for a wedding?","yes","false"
"879","<p class=""segment-display"">Michael trained hard</p>"," ","html-keyboard-response","328","2.1.0","615039","reading","f18","filler","Michael trained hard","0","other","false","2","","","",""
"546","<p class=""segment-display"">for the marathon</p>"," ","html-keyboard-response","329","2.1.0","615585","reading","f18","filler","for the marathon","1","other","false","2","","","",""
"587","<p class=""segment-display"">over the summer months.</p>"," ","html-keyboard-response","330","2.1.0","616172","reading","f18","filler","over the summer months.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","331","2.1.0","617173","sentence_break","f18","","","","","","","","","",""
"410","<p class=""segment-display"">On race day</p>"," ","html-keyboard-response","332","2.1.0","617584","reading","f18","filler","On race day","4","other","false","2","","","",""
"494","<p class=""segment-display"">he completed the course</p>"," ","html-keyboard-response","333","2.1.0","618078","reading","f18","filler","he completed the course","5","other","false","2","","","",""
"611","<p class=""segment-display"">in under four hours.</p>"," ","html-keyboard-response","334","2.1.0","618689","reading","f18","filler","in under four hours.","6","other","false","2","","","",""
"2197","<p class=""segment-display"">The conference organiser had asked Maria</p>"," ","html-keyboard-response","335","2.1.0","620887","reading","15","upper_bound_only_some","The conference organiser had asked Maria","0","other","true","2","","","",""
"754","<p class=""segment-display"">to book</p>"," ","html-keyboard-response","336","2.1.0","621641","reading","15","upper_bound_only_some","to book","1","other","true","2","","","",""
"705","<p class=""segment-display"">all the hotel rooms</p>"," ","html-keyboard-response","337","2.1.0","622347","reading","15","upper_bound_only_some","all the hotel rooms","2","other","true","2","","","",""
"813","<p class=""segment-display"">for the visiting delegation.</p>"," ","html-keyboard-response","338","2.1.0","623160","reading","15","upper_bound_only_some","for the visiting delegation.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","339","2.1.0","624163","sentence_break","15","","","","","","","","","",""
"437","<p class=""segment-display"">Maria explained</p>"," ","html-keyboard-response","340","2.1.0","624600","reading","15","upper_bound_only_some","Maria explained","5","other","true","2","","","",""
"519","<p class=""segment-display"">that she had booked</p>"," ","html-keyboard-response","341","2.1.0","625119","reading","15","upper_bound_only_some","that she had booked","6","other","true","2","","","",""
"561","<p class=""segment-display"">only some of the hotel rooms.</p>"," ","html-keyboard-response","342","2.1.0","625680","reading","15","upper_bound_only_some","only some of the hotel rooms.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","343","2.1.0","626682","sentence_break","15","","","","","","","","","",""
"420","<p class=""segment-display"">The rest</p>"," ","html-keyboard-response","344","2.1.0","627103","reading","15","upper_bound_only_some","The rest","9","target","true","2","","","",""
"544","<p class=""segment-display"">were on a waiting list</p>"," ","html-keyboard-response","345","2.1.0","627647","reading","15","upper_bound_only_some","were on a waiting list","10","post_target","true","2","","","",""
"589","<p class=""segment-display"">at a different hotel.</p>"," ","html-keyboard-response","346","2.1.0","628236","reading","15","upper_bound_only_some","at a different hotel.","11","other","true","2","","","",""
"610","<p class=""segment-display"">Karen received</p>"," ","html-keyboard-response","347","2.1.0","628847","reading","f22","filler","Karen received","0","other","false","2","","","",""
"555","<p class=""segment-display"">a promotion at work</p>"," ","html-keyboard-response","348","2.1.0","629402","reading","f22","filler","a promotion at work","1","other","false","2","","","",""
"628","<p class=""segment-display"">after her outstanding performance.</p>"," ","html-keyboard-response","349","2.1.0","630030","reading","f22","filler","after her outstanding performance.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","350","2.1.0","631032","sentence_break","f22","","","","","","","","","",""
"442","<p class=""segment-display"">Her team celebrated</p>"," ","html-keyboard-response","351","2.1.0","631475","reading","f22","filler","Her team celebrated","4","other","false","2","","","",""
